timestamp,diario,tag,Largo
07/01/2020 06:20:19 p. m.,Vhkgugk,-,7
07/01/2020 09:01:01 a. m.,Con frío,Negativo,8
07/01/2020 09:04:50 a. m.,Triste,Negativo,6
07/01/2020 09:11:32 a. m.,Me siento motivado por los proyectos en los cuales estoy trabajando,Positivo,67
07/01/2020 11:47:53 a. m.,Me siento bien y con muchos proyectos,Positivo,37
07/02/2020 03:56:38 p. m.,Todo bien,Positivo,9
07/05/2020 01:04:02 a. m.,"Me molesta mucho sentir que fui engañada, que Kevin nunca estuvo dispuesto a hacer todo por lograr que esto funcionara. Detesto que haya elegido a un ser tan detestable y tan despreciable como su madre, que es tan patética y vulgar, detesto que la haya preferido a ella, porque no lo merece y porque yo lo valía todo, porque yo valgo todo!!!",Negativo,341
07/05/2020 06:46:43 a. m.,De nuevo son esas ganas de no querer hacer nada como si nada me motivará eso me cansa y solo quiero estaf ahí son hacer nada,Negativo,124
07/07/2020 06:12:25 p. m.,"Me siento tranquila en casa pues tenemos para comer y salud sobre todo, pero la incertidumbre de enfermarnos o de que mi madre se enferme me pone ansiosa por ratos.",Ambivalente,164
07/07/2020 08:26:35 p. m.,"Me siento integrado. El día de hoy tuve una junta con varios equipos de la empresa y me sentí más parte de ella, sobre todo porque en un momento de incertidumbre, conté con su apoyo para defender mi trabajo",Positivo,206
07/07/2020 10:32:14 p. m.,"Fue un día lleno de actividades y de interactuar con nuevas personas además de jugar por la tarde con mi hijo , en general un día muy lindo",Positivo,139
07/07/2020 11:21:13 a. m.,Todo bien,Positivo,9
07/10/2019 01:10:54 p. m.,"Se me viene a la mente que cuando más problemas tienes, sale otro más",Negativo,69
07/10/2019 01:15:34 p. m.,"me siento apurada ya que debo entregar un par de reportes, y la parte administrativa no me agrada mucho, sin embargo ya está bastante adelantado y entregarlo con anticipación me dará tranquilidad, y podré enfocarme en otras cosas",Negativo,229
07/10/2019 01:48:33 p. m.,Me siento apurada pues tengo varias cosas que hacer por la tarde,Negativo,64
07/10/2019 02:02:13 p. m.,"Pues tengo a mi hija con problema en la escuela de atención, necesito terminar mi tesis y quiero cambiarme de empleo, este último no es tan pronto peor quiero nuevos retos",Negativo,171
07/10/2019 02:45:32 p. m.,Hmm todo bien,Positivo,13
07/10/2019 03:03:15 p. m.,Bien 😃,Positivo,7
07/10/2019 07:21:12 p. m.,Estoy animada pero cansada.,Ambivalente,27
07/10/2019 10:00:35 a. m.,"Estoy muy contenta, tome mi primer clase de manejo, pero al mismo tiempo estoy preocupada porque ahora tengo una deuda muy alta",Ambivalente,127
07/10/2019 12:16:20 p. m.,"Frustrada, me operaron hace 10 días y hoy vuelvo a la oficina pero hay cosas que aún no puedo realizar por mi misma tanto en casa como en el trabajo y me frustra depender de personas para poder realizarlo",Negativo,204
07/11/2019 04:02:07 p. m.,Estoy ocupado un tanto eufórico porque estoy iniciando nuevos proyectos,Positivo,71
07/11/2019 08:00:32 p. m.,Me siento seguro de mi mismo y con ánimos para el trabajo,Positivo,57
07/11/2019 08:00:36 p. m.,"Regresé al trabajo después de haber ido a un ingenio, ayer aprendí una gran lección de la vida, quiero quererme y recuperarme, ser más sana para mí y estar bien con la gente que es importante para mí, quiero proteger a mi familia",Positivo,229
07/11/2019 09:02:25 a. m.,No tengo tiempo,Negativo,15
07/11/2019 10:01:40 a. m.,Presionado,Negativo,10
07/11/2019 12:12:57 p. m.,Siento que no soy capaz de tomar una decisión importante en mi vida,Negativo,67
07/12/2019 09:27:15 p. m.,"Un poco cansado, pero entusiasmado con los proyectos para cerrar el año.",Ambivalente,72
08/01/2020 06:16:08 p. m.,Hhhujh,-,6
08/01/2020 10:47:53 a. m.,Hoy esta todo good.,Positivo,19
08/01/2020 10:58:08 a. m.,Sigo con muchas esperanzas de ver que empiece a darse el negocio esperado. Espero saber cómo aprovechar el tiempo aquí en la empresa y dar el resultado que esperan de mí.,Positivo,170
08/01/2020 12:09:12 p. m.,Estoy maso,Ambivalente,10
08/01/2020 12:23:06 p. m.,Feliz,Positivo,5
08/02/2020 09:53:45 a. m.,"Por una parte me siento animado, me siento Agusto con mi trabajo, pero por otra parte me siento intranquilo, hay situaciones en mi trabajo de las cuales busco ayuda para solucionarlas, y pregunto para ayudar y aprender a la vez, pero se solucionan sin darme cuenta",Positivo,264
08/04/2020 08:38:02 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
08/04/2020 11:41:45 a. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
08/04/2020 12:11:49 p. m.,"Hoy me siento vacía, me he sentido así desde hace una semana y las cosas no van mejorando con el tiempo, la razón de mi tristeza es la situación que estoy pasando sentimentalmente con mi pareja, ya que no estamos del todo bien. Hoy me desperté con más ánimos que ayer pero la tristeza no ha disminuido.",Negativo,302
08/05/2020 06:17:51 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
08/06/2020 05:59:24 p. m.,En este momento me siento muy bien. Tengo todo planeado lo que voy hacer mañana y si termino me ocupo en otras actividades.,Positivo,123
08/06/2020 06:55:57 p. m.,"Desanimado. El revés del viaje a España, la necesidad de tomar decisiones, ... semana de silencio. En fin, todo complejo",Negativo,120
08/06/2020 07:54:29 a. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
08/06/2020 09:28:24 a. m.,He trabajado en mi estado de ánimo en mis emociones utilizando las herramientas y ejercicios que me haz mostrado y enseñado Jenny y me siento muy bien para evitar el estrés y el mal humor pero sobre todo para no generar ansiedad.,Positivo,229
08/06/2020 10:03:36 p. m.,"Me siento triste y enfadada con la vida, por qué por mucho tiempo he Buscado el amor y no lo encuentro. Me topo con puras personas que no están emocional o físicamente dispuestas",Negativo,178
08/06/2020 10:30:59 a. m.,"Mi principal objetivo hoy es mantener bien mis hábitos de sueño, esto evita el tener ansiedad. Voy a retomar mis actividades de cuidado de salud ya que funcionan como bálsamo mental.",Positivo,182
08/06/2020 12:29:11 a. m.,Me siento contento de empezar una semana más laboral y viendo a mi pequeño crecer,Positivo,81
08/06/2020 12:43:47 p. m.,"Estoy intentando mantener mis lecciones del club de las 5 de la mañana, vamos avanzando favorablemente teniéndole mucha paciencia a mis colaboradores del trabajo",Positivo,161
08/10/2019 08:49:34 a. m.,Me siento muy bien aunque perdí yo y todos mis equipos el fin de semana,Ambivalente,71
08/10/2019 10:24:17 p. m.,Estoy cansado,Negativo,13
08/11/2019 01:58:57 p. m.,Ahora no,Negativo,8
08/11/2019 07:45:17 p. m.,Con mucha presión en el trabajo,Negativo,31
08/11/2019 08:44:36 p. m.,"Estoy ocupado, más tarde te busco",Negativo,33
08/11/2019 09:11:32 a. m.,Es que mi ex quiere que lo vea como un amigo pero para mi es una persona muy especial y a veces me resulta cansado afrontar y aceptar las cosas como son.,Negativo,153
08/11/2019 09:17:38 a. m.,Algo desanimada,Negativo,15
08/11/2019 10:01:34 p. m.,"Me siento ansiosa, un poco preocupada por lo que pueda pasar con mi trabajo y mi desempeño por tener malas decisiones!",Negativo,118
08/11/2019 12:59:39 p. m.,Muy contenta un objetivo laboral cumplido,Positivo,41
08/12/2019 08:55:29 p. m.,"Hoy he estado todo el día con mi hermana 
Me gusta tenerla en casa",Positivo,66
09/01/2020 10:09:38 a. m.,"Voy a tratar de involucrarme más con los proyectos para acelerar un poco los resultados, estoy empezando en que tarda un poco más por la cuestión económica.",Ambivalente,156
09/01/2020 10:49:39 a. m.,Pues me siento inspirada en hacer mi trabajo y organizada,Positivo,57
09/01/2020 12:13:34 p. m.,Estoy escribiendo algo en este lugar.,Ambivalente,37
09/02/2020 08:05:11 p. m.,Triste,Negativo,6
09/03/2020 10:00:46 a. m.,Todo bien,Positivo,9
09/04/2020 02:12:55 p. m.,"Estoy muy preocupada por la pandemia, no se que va a pasar. No puedo dejar de trabajar, y estoy muy abrumada por tanta información. No puedo ver a mis seres queridos. Hay tanto que hacer en casa y no me dan ganas de hacerlo. Tengo náuseas y no se que hacer.",Negativo,257
09/04/2020 03:11:35 p. m.,Muy bien estoy a punto de comer una pasta con atún muy rica,Positivo,59
09/04/2020 03:20:32 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
09/04/2020 08:06:06 p. m.,Tranquilo,Positivo,9
09/04/2020 09:09:53 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
09/04/2020 11:24:49 p. m.,Tengo sueño,Negativo,11
09/04/2020 11:47:33 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
09/04/2020 11:58:16 p. m.,"Estoy en una relación que parece pesadilla! Han pasado 7 días desde la última vez que peleamos... hoy el problema fue este: Me salgo para ayudar a pintar, me pone a limpiar mangos y en eso me dice: ¿puedes ir a hacer un agua de mango, por fa?. No se me caen las manos, pero hay formas, aparte de que no estaba ahí para hacerle un agua y a mi me caga que tengan que mandarme a hacer otras cosas cuando me dijeron algo inicialmente, en especial algo como un agua... en fin, llego con su agua y me dice que la pinche agua no se la va a tomar... su pinche jeta ya no la quiero ni ver. Lo que más me caga es que es el primero en decir la típica mamada de ""no nos vayamos a la cama enojados"" le dije hace unos días que las cosas se hablan y miranos...me quiero ir ya, de verdad no lo soporto ni a él ni a mi con él y mucho menos a esta relación... extraño tanto otros días donde no estaba él en mi vida, pero a veces también recuerdo que hay días a su lado que adoro...pero últimamente pesan más los días malos que los buenos.....",Negativo,1024
09/04/2020 12:10:37 p. m.,"Hoy pude dormir y me desperté temprano. Pensé que eso sería bueno porque podría empezar a trabajar desde temprano, pero empecé a postergarlo con un montón de actividades y cosas sin sentido, como ver Netflix o Twitter. Eso me quita las ganas de trabajar porque pienso que ya para qué empiezo porque ya perdí mucho tiempo, y en lugar de aprovechar lo que me queda de día, sigo perdiendo el tiempo.",Negativo,396
09/04/2020 12:56:01 p. m.,Me siento desconcertada y cansada a pesar de que dormí bien. Sin ganas de hacer trabajo intelectual,Negativo,99
09/06/2020 02:42:21 a. m.,"Investigando sobre depresión, ansiedad, ayahuasca, trabajando en estar bien. Animado, poco disperso.",Ambivalente,100
09/06/2020 03:43:17 p. m.,"Hoy tuvimos avances significativos en el proyecto de corresponsalías, llegó más presión pero lo hemos logrado en equipo",Positivo,119
09/06/2020 06:03:03 p. m.,Gracias por compartir. ¿Te gustaría escribir en tu *diario emocional* más detalladamente cómo te sientes? Esto te ayudará a entender mejor tus emociones.|Sí/No,JENNY,159
09/06/2020 06:03:26 p. m.,"Me siento feliz, motivado, inspirado y querido",Positivo,46
09/06/2020 09:03:32 p. m.,Con mucho trabajo,Negativo,17
09/06/2020 09:57:37 p. m.,"Hoy me levante con un buen ánimo, pero me sucedió algo malo en el trabajo me equivoque al darle un cambio a un cliente y mi jefe me llamó mensa que no sirvo para nada desgraciadamente mi jefe es mi abuela y no me habló por un buen rato",Positivo,235
09/06/2020 10:02:08 a. m.,"Aaaaaaag es que no se): lloré hasta dormirme, pelee con alguien e hizo que mi inseguridad aumentará y mi tristeza también): siento que solo soy un estorbo):",Negativo,156
09/06/2020 11:47:48 a. m.,"Me levanté a las 7am aunque hoy con un poco de flojera, en vez de leer y meditar hoy me quedé viendo la Tele. Tuve mi primer par de juntas hoy y me frustra q mi jefe crea q tenemos tiempo para hacer de todo y apostar por proyectos q tienen pocas posibilidades de avanzar. Yo soy más de priorizar.",Negativo,296
09/10/2019 01:32:32 p. m.,"me siento bien, me motiva a seguir adelante",Positivo,43
09/10/2019 02:57:17 p. m.,Pues bien aunque en el curso que acabo de tomar dicen que estoy triste,Ambivalente,70
09/10/2019 03:00:50 p. m.,"Me siento tranquila, pero un poco ansiosa",Ambivalente,41
09/10/2019 07:38:25 a. m.,Me siento de huevos!!!,Ambivalente,22
09/10/2019 08:00:31 p. m.,Me siento enfermo,Negativo,17
09/10/2019 08:04:26 p. m.,Me siento muy bien tengo muchos proyectos de vida que Dios me dé oportunidades de seguir,Positivo,88
09/10/2019 08:59:34 p. m.,Cansada,Negativo,7
09/10/2019 10:00:26 a. m.,Bueno,Positivo,5
09/11/2019 06:53:19 a. m.,"No entiendo porque la gente puede mentir tanto y lo peor porque lo haga, estoy triste porque compartí mucho tiempo con una persona que me mentía mucho y siempre confié ciegamente en él, me siento traicionada",Negativo,207
09/11/2019 09:12:23 p. m.,"Hoy me sentía sin ánimos, con ganas de verlo y estar con el... me gustaría tener claridad de lo que quiero, lo bueno de mi día es que estuve con Valentina 💜",Ambivalente,157
09/12/2019 03:59:26 p. m.,"En este
Momento muy bien pero por ejemplo por la mañana no me
Sentía bien",Ambivalente,73
09/12/2019 05:03:22 p. m.,Tranquila y con armonía,Positivo,23
09/12/2019 10:59:25 a. m.,Gracias,-,7
09/12/2019 11:12:16 a. m.,Gracias,-,7
09/12/2019 11:44:03 a. m.,Totalmente seguro y contento de empezar una nueva semana para seguir cosechando frutos y cerrar el año de la mejor manera posible,Positivo,129
09/12/2019 12:01:30 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
10/01/2020 02:04:05 p. m.,Preocupación,Negativo,12
10/01/2020 08:21:30 p. m.,Me siento contenta,Positivo,18
10/01/2020 09:52:52 a. m.,Me parece que algunas personas no soy agradecidas y son bastante egoístas ... q triste 😔,Negativo,89
10/02/2020 08:00:37 p. m.,Un poko enferma,Negativo,15
10/02/2020 10:37:52 a. m.,Este es un día productivo limpie y acomode él área de la playa quedo muy bien,Positivo,77
10/02/2020 10:39:29 a. m.,"Me siento relajado y en paz, algo desvelado pero en general bien.",Positivo,65
10/03/2020 01:28:24 p. m.,Todo bien.,Positivo,10
10/03/2020 08:43:21 p. m.,Motivada,Positivo,8
10/03/2020 11:46:49 a. m.,Ahí la llevamos,Positivo,15
10/04/2020 01:01:27 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
10/04/2020 01:09:22 a. m.,Me siento ligeramente desesperada e irritada.,Negativo,45
10/04/2020 01:25:34 p. m.,"No entiendo porque ella me dejo, como si no valiera nada como
Si todo el
Tiempo que pasamos no hubiera existido 😞 no etiendo
Como
Ella pudo hacer algo así 😞",Negativo,158
10/04/2020 01:35:29 p. m.,Me siento aburrida y un poco abrumada por la situación que estamos viviendo de la cuarentena. Estando en casa no encuentro alguna cosa o actividad que me motive o me haga sentir bien. Establecer comunicación onpasar tiempo con mi familia no me resulta interesante,Negativo,263
10/04/2020 01:38:00 p. m.,"Me siento bien, un poco intranquilo de pensar que no estoy haciendo las cosas correctas. Que a veces solo me acuesto a ver tv en lugar de pararme a ayudar. Aunque por otro Lado, sí ya hay alguien cocinando, creo que 2 personas ya es demás. A vecez me juzgo demasiado más que lo que nos pueden juzgar los demás",Ambivalente,309
10/04/2020 01:55:12 a. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
10/04/2020 02:25:38 a. m.,Un poco confuso y cansado,Negativo,25
10/04/2020 03:01:59 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
10/04/2020 03:39:56 a. m.,Me siento estresado,Negativo,19
10/04/2020 03:43:32 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
10/04/2020 04:11:56 a. m.,"No puedo dormir, me abruman muchos pensamientos negativos.
Cada que intento dormir comienzo a pensar si le di la solución al problema.",Negativo,134
10/04/2020 04:17:29 p. m.,"Adolorido del hombro porque me dormí en una mala posición. He batallado los últimos días en dormir mucho y conciliar el sueño, por ende me siento cansado.",Negativo,154
10/04/2020 04:23:50 p. m.,"No he logrado hacer todo mi trabajo, la mayoría está incompleto y no me siento con creatividad para realizarlo, creo que todo lo que estoy haciendo son porquerías",Negativo,162
10/04/2020 05:38:50 p. m.,Desesperanzada,Negativo,14
10/04/2020 07:31:44 p. m.,"Mal, terriblemente mal , me siento perdida y sin rumbo alguno , no quiero cerrar los ojos al dormir por que veo malos sucesos de mi noche anterior...",Negativo,149
10/04/2020 08:03:11 p. m.,"Me siento un poco frustrada, soy médico y la gente no parece estar interesada en cuidar su salud. Veo pacientes sospechosos de covid, tengo que cuidarme y cuidar a mi familia. Me enoja que la gente ande por la calle como si nada pasara",Negativo,235
10/04/2020 08:09:16 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
10/04/2020 08:09:53 a. m.,"Hoy no dormí con D., Además tuve pesadillas. He estado evitando contestar mensajes de la maestría, me sentía con buen humor pasar continuar hasta que me llamaron. No quiero hablar con mi familia porque es cansado",Negativo,212
10/04/2020 08:47:47 p. m.,Aburrida y desanimada. Aunque mejor que esta mañana.,Positivo,52
10/04/2020 08:50:03 p. m.,Aburrido sin ganas de nada,Negativo,26
10/04/2020 09:00:40 p. m.,"Me siento bien, pero el encierro, las presiones económicas y la carga de mi familia a veces me sacan de balance. Pero siempre trato de levantarme el ánimo y mantenerme positivo",Ambivalente,176
10/04/2020 10:14:49 p. m.,"Desperté hice ejercicio y medité, mi hermana que vive en Canadá me sorprendió con su videollamada, limpié la casa que me vuelve loca que no se limpie y me da impotencia no poder hacer todo. Cociné que me encanta hacerlo y en la tarde noche me puse a bordar en punto de cruz, que también me encanta hacerlo, fue un día tranquilo pero productivo y me hace sentir satisfecha",Positivo,371
10/04/2020 10:20:22 p. m.,Me siento enferma y preocupada pero siento que es ansiedad,Negativo,58
10/04/2020 10:40:12 p. m.,"Fue un buen día, bastante normal simplemente no me siento del todo bien. A pesar de que tengo muchas ganas de poder dormir bien hoy aún no se me apetece ir a la cama. Extraño a mi amigo ¿Habré hecho algo mal o algo así? :(",Ambivalente,222
10/04/2020 11:12:52 a. m.,"Me siento presionada en mi trabajo. Todo lo que hago de revisa con lupa a pesar de que realizo notas bien hechas, corroboradas...Hoybmibjefe me reclamo un sinsentido porque revisa las cosas medio dormido... Pero me reclama. Obvio, no hay una disculpa de su parte",Negativo,262
10/04/2020 11:15:01 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
10/04/2020 11:31:17 a. m.,"Tengo muchas cosaa en la cabeza, hay tantas cosas por hacer pero no me motovo lo suficiente",Negativo,91
10/04/2020 11:36:47 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
10/04/2020 12:23:08 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
10/04/2020 12:34:29 a. m.,"Sola, innecesaria, extraño mucho a mi tía, es cansado mostrar una careta al mundo cuando por dentro te desmoronas completamente, y tal vez lo único que le gustaría es que mi papá me escuchara sobre como me siento sin tener silencios incómodos... es como hablar con una pared, y eso me aleja",Negativo,290
10/04/2020 12:37:26 a. m.,"Me siento abrumada y ansiosa por toda la situación de la pandemia. No tengo ganas de entregar trabajos de mis clases en línea, y siento que me duele la garganta.",Negativo,161
10/04/2020 12:38:43 a. m.,"Me siento tranquilo, cocine algo que disfrute mucho al comer. Estuve con mi familia y eso me da tranquilidad, me sigue molestando el hecho de salir mucho tiempo.",Ambivalente,161
10/04/2020 12:43:48 p. m.,"Me siento un poco solitaria y aburrida, siento que mi vida se está volviendo muy monótona",Negativo,89
10/04/2020 12:44:35 a. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
10/04/2020 12:46:25 p. m.,"Me siento frustrada porque quiero que esto termine, ansío continuar con mi rutina diaria y me molesta no saber qué va a pasar en el futuro",Negativo,138
10/06/2020 02:10:32 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
10/06/2020 05:12:36 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: [5547376090](tel://5547376090)",JENNY,197
10/06/2020 06:01:29 p. m.,"Me siento bien, relajado",Positivo,24
10/06/2020 09:10:27 p. m.,Muy feliz,Positivo,9
10/06/2020 10:08:47 p. m.,"Preocupada, tengo cosas que entregar en el trabajo y tengo que resolverlo en estos dos días. Hay una actividad que me tiene de nervios en los días jueves de no poder lograrlo para la siguiente semana.",Negativo,200
10/10/2019 06:37:12 p. m.,Estoy muy cansada.,Negativo,18
10/10/2019 11:59:46 a. m.,Ndkfkxkdj,-,9
10/11/2019 08:00:38 p. m.,"Me siento tranquila tomé un curso de energía y me hizo sentir mejor, compartí mi día con mi familia y eso me hace sentir tranquila y querida",Positivo,140
10/11/2019 10:01:49 p. m.,Bien. Tome este día para descansar y me siento relajada,Positivo,55
10/12/2019 01:16:15 p. m.,Me siento bien,Positivo,14
10/12/2019 01:24:44 p. m.,Me siento muy presionada porque debo hacer varias cosas pero no tengo las manos suficientes para lograrlo,Negativo,105
10/12/2019 06:03:10 p. m.,Feliz,Positivo,5
10/12/2019 06:47:42 p. m.,Morondo,Ambivalente,7
10/12/2019 07:06:09 p. m.,Trabajar,Ambivalente,8
10/12/2019 07:55:22 p. m.,Estoy feliz,Positivo,11
10/12/2019 08:23:04 p. m.,Llegue de buen humor a casa y me pone muy feliz ver a mi esposo y a mi bebé pero el no está de la mejor actitud y eso no me gusta,Ambivalente,129
10/12/2019 09:41:05 p. m.,"Hoy el día estuvo muy bien. Estoy muy emocionado por lo qué pasó hoy sobre mis proyectos y qué tanto me soportan mis colegas en las decisiones que hago. Me siento asertivo y que me dan confianza. Por otro lado, estoy agotado. Quiero unas vacaciones para renovar y dar lo máximo. Siento que satisfago mis deseos de aprender pero el tiempo no es suficiente. Estoy emocionado por un nuevo año",Positivo,389
10/12/2019 11:23:12 a. m.,Jdjddj,-,6
10/12/2019 12:59:12 p. m.,"Me siento más animada que las semanas pasadas, pero aun con un poco de preocupación por enfrentar una situación familiar",Ambivalente,120
11/01/2020 11:42:26 a. m.,"Tengo mucho trabajo, pero estamos bien.",Ambivalente,39
11/02/2020 03:55:54 p. m.,Todo bien,Positivo,9
11/02/2020 09:47:10 a. m.,Me siento tranquilo pero un poco mal de los bronquios,Ambivalente,53
11/02/2020 12:12:32 p. m.,Todo bien hoy es el cumpleaños de.mi hija la.mas pequeña hasta ahora bien todo,Positivo,78
11/04/2020 01:21:36 p. m.,"Me siento tranquila tengo paz interior lo cual antes no tenía solo nesecito que pase esto de la cuarentena para poder desarrollarme como lo planie empezando el año, al no hacerlo siento que me estanco que no avanzó como persona, solo me pongo a dibujar a leer a no pensar en cosas que me afectan por que recientemente vivi la peor depresión de mi vida trato de siempre estar bien para mi, mi bebé y mi entorno que me rodea.",Positivo,423
11/04/2020 01:26:58 a. m.,Triste y decepcionado,Negativo,21
11/04/2020 07:43:42 a. m.,"Me siento un poco ansioso, un poco desesperado, enojado conmigo mismo por planear cosas y no ejecutarlas.",Negativo,105
11/04/2020 09:02:28 p. m.,"Me siento tranquilo, un poco cansado, con ganas de leer y aprender cosas nuevas",Ambivalente,79
11/04/2020 09:04:45 p. m.,Confundida y triste,Negativo,19
11/04/2020 09:42:55 p. m.,"Me siento sola, no he podido hacer nada de lo que tenía planeado, siento que desperdicio el tiempo y prefiero dormir, lloró en ratos y después vuelvo a dormir.",Negativo,159
11/04/2020 10:02:34 p. m.,Ansiedad,Negativo,8
11/04/2020 10:08:40 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
11/04/2020 10:11:06 a. m.,"Ayer en la madrugada sonó varias veces el celular con mensajes, me estresó bastante al grado que creo sentí un ataque de ansiedad, mi corazón latía rápido, y no podía dejar de pensar que me sentía muy mal... después de varias respiraciones me calmé y pude retomar el suelo. Ahorita me siento cansada, quiero volver a dormir y no puedo. Tengo rato viendo el celular.",Negativo,365
11/04/2020 10:32:49 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
11/04/2020 10:53:25 a. m.,Miedo,Negativo,5
11/04/2020 11:04:25 a. m.,"Entiendo el lugar que tengo y donde estoy parada. Ella es a quien le cuenta cosas, ella es a quien le pide dinero, es a quien le pide un consejo, es con quien se ha la por videollamada, es quien lo ama, ella es la mamá de sus hijos, ella fue el amor de su vida antes que yo, su princesa, fue su amor por 19 años y siempre será la persona más importante en su vida... Y ahí sigo yo, en el 4° lugar.
Ya no quiero estar con él, se que cuando se aleja, se va a alguna cabaña, se va a cortar el cabello, o algo donde no esté yo aprovecha para hablar con ella, aprovecha para mandarle mensajes y marcarle.
Me enoja que antes solo hablaban por cosas de sus hijos, ahora resulta que hasta videollamada hacen.
Pero que no sea yo. Si yo hubiese estado casada con JL y siguiéramos hablando por equis o ye, ya le hubiese marcado él mismo para callarlo, si yo le pidiese dinero a JL él se hubiese enojado mucho, si me hablase por videollamada se enojaría, me hubiese exigido los papeles del divorcio, si JL me dijese que me ama y que...",Negativo,1023
11/04/2020 12:37:22 a. m.,Me siento atrapado debido al encierro. No me ganas de hacer nada nuevo. Me duermo hasta tarde y despierto hasta tarde.,Negativo,118
11/04/2020 12:40:25 p. m.,"Me siento tranquila, dormí mejor hoy. Siento ánimo de practicar yoga y meditación. Me dan ganas de poner al corriente mi trabajo y mi agenda, esto suele darme una sensación de control que sé que no tengo totalmente pero es lo que está en mis manos.",Positivo,248
11/05/2020 06:27:20 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
11/05/2020 12:27:44 p. m.,"Me siento tranquilo y un poco relajado, por cosas que esten por suceder",Positivo,71
11/06/2020 06:25:52 p. m.,Impotente,Negativo,9
11/06/2020 08:02:48 p. m.,"Gorda, sola, deprimida, enferma, sin ánimo",Negativo,42
11/06/2020 10:07:38 p. m.,Ya estoy estresado por el trabajo,Negativo,33
11/10/2019 10:27:59 a. m.,"Es algo que me irrita y me enoja, me siento mal fisicamente, pero los estudios dicen que estoy bien, entonces que pasa",Negativo,118
11/11/2019 02:06:36 p. m.,"Me siento triste y preocupado.
Triste por una situacion personal que vivi hace unos 5 años.
Preocupado porque tengo una presentacion muy importante el jueves.
No he podido conciliar el sueño en esta ultima semana",Negativo,212
11/11/2019 06:44:09 p. m.,Comprometido,Positivo,12
11/11/2019 10:53:35 p. m.,Incertidumbre,Negativo,13
11/11/2019 11:15:49 a. m.,Preocupado,Negativo,10
11/11/2019 12:27:55 p. m.,Hoy siento que me estoy sobre exhaltando por situaciones que pienso que no puedo controlar.,Negativo,91
11/12/2019 08:10:45 a. m.,Estoy muy nerviosa creo que estoy embaraza pero no estoy segura,Negativo,63
11/12/2019 08:11:17 p. m.,Buen día de trabajo,Positivo,19
11/12/2019 10:02:25 a. m.,"Muy motivada,con una gran expectativa y ánimo de los retos que se presentarán en los siguientes meses. Con mi jefe y con mis jefas, excelente relación con mi equipo de trabajo, siempre en armonía y enfocados a resultados",Positivo,220
